frp,confidence,historical_count,historical_frp_mean,historical_frp_max,persistence_days,industrial_distance,residential_distance,road_distance,frp_zscore,persistence_ratio,has_baseline,bright_ti4,bright_ti5,brightness_difference,scan,track,is_night,hour,day_of_week,near_industrial,near_agriculture,near_forest,near_residential,near_commercial,osm_queried,label
6.15,0,1.0,6.58,6.58,1.0,,,,,1.0,True,343.39,304.11,39.27999999999997,0.39,0.36,0,8,5,0,0,0,0,0,0,
6.15,0,1.0,6.58,6.58,1.0,,,,,1.0,True,336.68,301.43,35.25,0.39,0.36,0,8,5,0,0,0,0,0,0,
5.04,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.16,304.06,39.10000000000002,0.42,0.37,0,8,5,0,0,0,0,0,0,
2.79,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.27,303.12,32.14999999999998,0.42,0.37,0,8,5,0,0,0,0,0,0,
2.79,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.75,301.67,34.079999999999984,0.42,0.37,0,8,5,0,0,0,0,0,0,
7.9,0,0.0,0.0,0.0,0.0,,,,,0.0,False,344.87,306.14,38.73000000000002,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.24,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.73,304.09,31.640000000000043,0.4,0.37,0,8,5,0,0,0,0,0,0,
7.9,0,0.0,0.0,0.0,0.0,,,,,0.0,False,348.57,304.24,44.329999999999984,0.41,0.37,0,8,5,0,0,0,0,0,0,
3.89,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.73,303.45,35.28000000000003,0.42,0.37,0,8,5,0,0,0,0,0,0,
8.79,0,0.0,0.0,0.0,0.0,,,,,0.0,False,348.35,302.2,46.150000000000034,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.49,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.8,303.25,37.55000000000001,0.39,0.36,0,8,5,0,0,0,0,0,0,
7.27,0,0.0,0.0,0.0,0.0,,,,,0.0,False,344.98,302.11,42.870000000000005,0.39,0.36,0,8,5,0,0,0,0,0,0,
3.89,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.37,303.99,34.379999999999995,0.39,0.36,0,8,5,0,0,0,0,0,0,
2.0,0,0.0,0.0,0.0,0.0,,,,,0.0,False,332.93,297.02,35.910000000000025,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.55,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.64,300.6,43.039999999999964,0.39,0.36,0,8,5,0,0,0,0,0,0,
3.25,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.45,301.1,36.349999999999966,0.42,0.37,0,8,5,0,0,0,0,0,0,
5.79,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.74,299.72,37.01999999999998,0.42,0.37,0,8,5,0,0,0,0,0,0,
5.64,0,0.0,0.0,0.0,0.0,,,,,0.0,False,339.77,298.07,41.69999999999999,0.42,0.37,0,8,5,0,0,0,0,0,0,
14.3,0,0.0,0.0,0.0,0.0,,,,,0.0,False,344.56,301.53,43.03000000000003,0.39,0.36,0,8,5,0,0,0,0,0,0,
2.29,1,0.0,0.0,0.0,0.0,,,,,0.0,False,332.41,303.58,28.83000000000004,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.77,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.84,301.11,37.72999999999996,0.39,0.36,0,8,5,0,0,0,0,0,0,
7.76,0,5.0,1.898,2.69,1.0,,,,13.15660029689106,1.0,True,340.0,304.96,35.04000000000002,0.4,0.37,0,8,5,0,0,0,0,0,1,
7.76,0,5.0,1.898,2.69,1.0,,,,13.15660029689106,1.0,True,356.8,306.15,50.650000000000034,0.4,0.37,0,8,5,0,0,0,0,0,1,
6.85,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.16,303.51,34.650000000000034,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.69,0,5.0,1.898,2.69,1.0,,,,8.5107178993195,1.0,True,340.1,302.17,37.93000000000001,0.4,0.37,0,8,5,0,0,0,0,0,1,
5.69,0,0.0,0.0,0.0,0.0,,,,,0.0,False,352.75,302.29,50.45999999999998,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.16,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.75,300.59,37.160000000000025,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.47,0,1.0,2.51,2.51,1.0,,,,,1.0,True,333.36,298.87,34.49000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.52,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.74,304.9,35.84000000000003,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.66,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.97,303.25,34.72000000000003,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.53,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.03,302.89,34.139999999999986,0.41,0.37,0,8,5,0,0,0,0,0,0,
2.95,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.18,302.61,30.569999999999993,0.4,0.37,0,8,5,0,0,0,0,0,0,
9.25,0,0.0,0.0,0.0,0.0,,,,,0.0,False,348.04,300.32,47.72000000000003,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.02,0,1.0,4.09,4.09,1.0,,,,,1.0,True,336.14,302.3,33.839999999999975,0.4,0.37,0,8,5,0,0,0,0,0,0,
8.22,0,0.0,0.0,0.0,0.0,,,,,0.0,False,345.91,302.97,42.94,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.02,1,0.0,0.0,0.0,0.0,,,,,0.0,False,331.74,301.75,29.99000000000001,0.41,0.37,0,8,5,0,0,0,0,0,0,
5.93,0,0.0,0.0,0.0,0.0,,,,,0.0,False,348.78,304.4,44.379999999999995,0.39,0.36,0,8,5,0,0,0,0,0,0,
1.91,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.97,300.46,30.510000000000048,0.39,0.36,0,8,5,0,0,0,0,0,0,
3.72,0,0.0,0.0,0.0,0.0,,,,,0.0,False,339.14,301.68,37.45999999999998,0.4,0.37,0,8,5,0,0,0,0,0,0,
1.93,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.82,299.3,34.51999999999998,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.99,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.98,303.26,33.72000000000003,0.39,0.36,0,8,5,0,0,0,0,0,0,
3.3,0,1.0,3.25,3.25,1.0,,,,,1.0,True,342.21,302.87,39.339999999999975,0.39,0.36,0,8,5,0,0,0,0,0,0,
22.11,0,1.0,1.57,1.57,1.0,,,,,1.0,True,350.32,306.7,43.620000000000005,0.39,0.36,0,8,5,0,0,0,0,0,0,
6.27,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.54,303.06,34.48000000000002,0.41,0.37,0,8,5,0,0,0,0,0,0,
6.44,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.75,303.11,37.639999999999986,0.41,0.37,0,8,5,0,0,0,0,0,0,
7.05,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.13,302.91,33.21999999999997,0.39,0.36,0,8,5,0,0,0,0,0,0,
6.81,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.34,301.82,35.51999999999998,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.22,0,2.0,6.705,8.74,1.0,,,,-0.8634694600730077,1.0,True,337.71,305.24,32.46999999999997,0.41,0.37,0,8,5,0,0,0,0,0,0,
3.92,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.79,304.88,36.910000000000025,0.39,0.37,0,8,5,0,0,0,0,0,0,
3.19,0,1.0,8.98,8.98,1.0,,,,,1.0,True,333.85,302.28,31.57000000000005,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.92,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.43,301.29,34.139999999999986,0.39,0.37,0,8,5,0,0,0,0,0,0,
2.61,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.19,298.5,37.69,0.39,0.36,0,8,5,0,0,0,0,0,0,
7.39,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.67,299.03,35.64000000000004,0.4,0.37,0,8,5,0,0,0,0,0,0,
7.49,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.86,298.15,40.710000000000036,0.4,0.37,0,8,5,0,0,0,0,0,0,
7.39,0,0.0,0.0,0.0,0.0,,,,,0.0,False,345.61,299.11,46.5,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.51,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.8,301.89,34.910000000000025,0.4,0.37,0,8,5,0,0,0,0,0,0,
11.39,0,0.0,0.0,0.0,0.0,,,,,0.0,False,349.64,306.12,43.51999999999998,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.43,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.25,301.34,35.910000000000025,0.41,0.37,0,8,5,0,0,0,0,0,0,
7.92,0,0.0,0.0,0.0,0.0,,,,,0.0,False,348.69,302.78,45.910000000000025,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.47,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.5,303.2,31.30000000000001,0.39,0.36,0,8,5,0,0,0,0,0,0,
5.8,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.29,302.7,37.59000000000003,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.0,1,0.0,0.0,0.0,0.0,,,,,0.0,False,333.56,303.84,29.720000000000027,0.4,0.37,0,8,5,0,0,0,0,0,0,
10.92,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.07,301.59,41.48000000000002,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.6,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.48,303.0,32.48000000000002,0.4,0.37,0,8,5,0,0,0,0,0,0,
7.32,0,0.0,0.0,0.0,0.0,,,,,0.0,False,345.65,303.22,42.42999999999995,0.41,0.37,0,8,5,0,0,0,0,0,0,
1.59,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.69,299.93,30.75999999999999,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.54,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.56,300.54,35.01999999999998,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.05,0,1.0,9.47,9.47,1.0,,,,,1.0,True,340.45,303.19,37.25999999999999,0.4,0.37,0,8,5,0,0,0,0,0,0,
1.59,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.38,297.98,33.39999999999998,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.37,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.32,298.53,37.79000000000002,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.67,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.0,302.42,33.579999999999984,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.7,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.11,302.95,35.160000000000025,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.04,0,2.0,8.105,9.47,1.0,,,,-2.6238064811061266,1.0,True,333.44,302.33,31.110000000000014,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.04,0,2.0,8.105,9.47,1.0,,,,-2.6238064811061266,1.0,True,337.24,302.32,34.920000000000016,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.38,0,0.0,0.0,0.0,0.0,,,,,0.0,False,339.67,303.73,35.94,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.89,0,1.0,11.16,11.16,1.0,,,,,1.0,True,342.09,301.21,40.879999999999995,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.13,1,0.0,0.0,0.0,0.0,,,,,0.0,False,334.93,305.63,29.30000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
8.76,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.3,304.19,39.110000000000014,0.4,0.37,0,8,5,0,0,0,0,0,0,
12.18,0,0.0,0.0,0.0,0.0,,,,,0.0,False,353.16,304.75,48.410000000000025,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.06,1,0.0,0.0,0.0,0.0,,,,,0.0,False,333.2,303.29,29.909999999999968,0.39,0.36,0,8,5,0,0,0,0,0,0,
4.53,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.63,299.62,37.00999999999999,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.91,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.01,304.53,32.48000000000002,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.84,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.02,304.22,36.799999999999955,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.0,0,1.0,2.0,2.0,1.0,,,,,1.0,True,338.72,301.96,36.76000000000005,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.01,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.92,305.62,31.30000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.82,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.17,303.9,39.27000000000004,0.39,0.36,0,8,5,0,0,0,0,0,0,
15.94,0,0.0,0.0,0.0,0.0,,,,,0.0,False,345.24,303.8,41.44,0.39,0.37,0,8,5,0,0,0,0,0,0,
3.59,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.33,302.82,31.50999999999999,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.79,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.61,303.78,34.83000000000004,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.2,0,0.0,0.0,0.0,0.0,,,,,0.0,False,332.68,302.05,30.629999999999995,0.4,0.37,0,8,5,0,0,0,0,0,0,
10.97,0,0.0,0.0,0.0,0.0,,,,,0.0,False,349.24,306.18,43.06,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.26,0,0.0,0.0,0.0,0.0,,,,,0.0,False,342.86,304.07,38.79000000000002,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.63,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.95,304.43,36.51999999999998,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.85,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.48,300.93,32.55000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.76,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.37,303.22,31.149999999999977,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.11,1,1.0,4.19,4.19,1.0,,,,,1.0,True,332.44,303.65,28.79000000000002,0.4,0.37,0,8,5,0,0,0,0,0,0,
7.86,0,1.0,6.43,6.43,1.0,,,,,1.0,True,339.49,305.56,33.93000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.71,0,0.0,0.0,0.0,0.0,,,,,0.0,False,349.09,303.15,45.94,0.39,0.36,0,8,5,0,0,0,0,0,0,
3.71,0,0.0,0.0,0.0,0.0,,,,,0.0,False,345.95,304.31,41.639999999999986,0.39,0.36,0,8,5,0,0,0,0,0,0,
3.71,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.15,302.31,34.839999999999975,0.39,0.36,0,8,5,0,0,0,0,0,0,
3.17,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.86,298.77,38.09000000000003,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.56,1,0.0,0.0,0.0,0.0,,,,,0.0,False,331.01,303.04,27.96999999999997,0.4,0.37,0,8,5,0,0,0,0,0,0,
7.64,0,0.0,0.0,0.0,0.0,,,,,0.0,False,342.45,303.81,38.639999999999986,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.01,1,0.0,0.0,0.0,0.0,,,,,0.0,False,330.57,301.46,29.110000000000014,0.41,0.37,0,8,5,0,0,0,0,0,0,
5.7,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.34,301.49,34.849999999999966,0.41,0.37,0,8,5,0,0,0,0,0,0,
3.91,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.4,301.77,36.629999999999995,0.4,0.37,0,8,5,0,0,0,0,0,0,
14.4,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.23,301.13,42.10000000000002,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.17,0,1.0,5.65,5.65,1.0,,,,,1.0,True,338.0,302.51,35.49000000000001,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.29,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.33,301.47,35.85999999999996,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.46,0,1.0,5.65,5.65,1.0,,,,,1.0,True,341.11,304.13,36.98000000000002,0.41,0.37,0,8,5,0,0,0,0,0,0,
6.7,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.53,301.39,42.139999999999986,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.29,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.94,302.06,36.879999999999995,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.34,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.55,302.48,35.06999999999999,0.41,0.37,0,8,5,0,0,0,0,0,0,
2.32,0,1.0,5.65,5.65,1.0,,,,,1.0,True,331.86,299.94,31.920000000000016,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.46,0,1.0,5.65,5.65,1.0,,,,,1.0,True,339.57,302.05,37.51999999999998,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.34,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.19,303.36,32.829999999999984,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.32,0,1.0,5.52,5.52,1.0,,,,,1.0,True,342.41,302.69,39.72000000000003,0.41,0.37,0,8,5,0,0,0,0,0,0,
3.67,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.54,304.27,33.27000000000004,0.39,0.36,0,8,5,0,0,0,0,0,0,
4.64,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.34,302.33,35.00999999999999,0.41,0.37,0,8,5,0,0,0,0,0,0,
7.2,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.41,302.27,36.14000000000004,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.64,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.87,302.59,35.28000000000003,0.41,0.37,0,8,5,0,0,0,0,0,0,
2.47,0,0.0,0.0,0.0,0.0,,,,,0.0,False,332.61,299.93,32.68000000000001,0.41,0.37,0,8,5,0,0,0,0,0,0,
17.0,0,2.0,9.905,11.33,1.0,,,,3.520647447381443,1.0,True,341.21,304.31,36.89999999999998,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.69,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.72,302.74,33.98000000000002,0.4,0.37,0,8,5,0,0,0,0,0,0,
8.18,0,0.0,0.0,0.0,0.0,,,,,0.0,False,344.29,304.42,39.870000000000005,0.4,0.37,0,8,5,0,0,0,0,0,0,
22.92,0,0.0,0.0,0.0,0.0,,,,,0.0,False,344.37,309.23,35.139999999999986,0.4,0.37,0,8,5,0,0,0,0,0,0,
22.92,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.37,301.73,35.639999999999986,0.4,0.37,0,8,5,0,0,0,0,0,0,
3.66,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.89,298.98,31.909999999999968,0.4,0.37,0,8,5,0,0,0,0,0,0,
14.63,0,0.0,0.0,0.0,0.0,,,,,0.0,False,352.26,306.49,45.76999999999998,0.39,0.36,0,8,5,0,0,0,0,0,0,
14.63,0,6.0,13.336666666666668,24.8,3.0,,,,0.124075295928065,0.062,True,335.52,303.33,32.19,0.39,0.36,0,8,5,0,0,0,0,0,0,
14.63,0,0.0,0.0,0.0,0.0,,,,,0.0,False,347.26,302.46,44.80000000000001,0.39,0.36,0,8,5,0,0,0,0,0,0,
6.12,0,1.0,4.45,4.45,1.0,,,,,1.0,True,343.85,303.52,40.33000000000004,0.41,0.37,0,8,5,0,0,0,0,0,0,
8.56,0,1.0,4.45,4.45,1.0,,,,,1.0,True,353.24,302.62,50.620000000000005,0.41,0.37,0,8,5,0,0,0,0,0,0,
6.67,0,0.0,0.0,0.0,0.0,,,,,0.0,False,344.17,301.47,42.69999999999999,0.4,0.37,0,8,5,0,0,0,0,0,0,
14.61,0,0.0,0.0,0.0,0.0,,,,,0.0,False,348.54,304.43,44.110000000000014,0.41,0.37,0,8,5,0,0,0,0,0,0,
34.68,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.25,305.6,35.64999999999998,0.41,0.37,0,8,5,0,0,0,0,0,0,
2.41,1,0.0,0.0,0.0,0.0,,,,,0.0,False,330.9,301.1,29.799999999999955,0.39,0.36,0,8,5,0,0,0,0,0,0,
3.03,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.37,303.9,31.470000000000027,0.41,0.37,0,8,5,0,0,0,0,0,0,
6.71,0,1.0,7.89,7.89,1.0,,,,,1.0,True,342.1,304.44,37.660000000000025,0.41,0.37,0,8,5,0,0,0,0,0,0,
6.71,0,1.0,7.89,7.89,1.0,,,,,1.0,True,337.27,302.59,34.68000000000001,0.41,0.37,0,8,5,0,0,0,0,0,0,
3.93,0,0.0,0.0,0.0,0.0,,,,,0.0,False,332.41,298.84,33.57000000000005,0.41,0.37,0,8,5,0,0,0,0,0,0,
7.94,0,0.0,0.0,0.0,0.0,,,,,0.0,False,352.09,302.01,50.079999999999984,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.26,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.35,301.87,36.48000000000002,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.52,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.99,301.44,33.55000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
1.71,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.61,294.41,42.19999999999999,0.4,0.37,0,8,5,0,0,0,0,0,0,
1.71,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.04,300.96,34.08000000000004,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.68,1,0.0,0.0,0.0,0.0,,,,,0.0,False,333.26,302.74,30.519999999999982,0.39,0.36,0,8,5,0,0,0,0,0,0,
4.48,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.67,303.09,34.58000000000004,0.39,0.36,0,8,5,0,0,0,0,0,0,
4.55,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.1,302.86,35.24000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.15,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.46,301.83,34.629999999999995,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.19,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.65,303.53,35.120000000000005,0.4,0.37,0,8,5,0,0,0,0,0,0,
9.27,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.45,303.68,36.76999999999998,0.41,0.37,0,8,5,0,0,0,0,0,0,
9.27,2,0.0,0.0,0.0,0.0,,,,,0.0,False,367.0,306.04,60.95999999999998,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.45,0,1.0,2.95,2.95,1.0,,,,,1.0,True,343.29,301.96,41.33000000000004,0.41,0.37,0,8,5,0,0,0,0,0,0,
6.13,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.95,302.34,34.610000000000014,0.4,0.37,0,8,5,0,0,0,0,0,0,
9.27,0,0.0,0.0,0.0,0.0,,,,,0.0,False,350.11,302.67,47.44,0.41,0.37,0,8,5,0,0,0,0,0,0,
5.32,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.31,302.17,41.139999999999986,0.41,0.37,0,8,5,0,0,0,0,0,0,
3.73,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.29,300.99,33.30000000000001,0.41,0.37,0,8,5,0,0,0,0,0,0,
3.26,1,0.0,0.0,0.0,0.0,,,,,0.0,False,333.62,303.95,29.670000000000016,0.41,0.37,0,8,5,0,0,0,0,0,0,
5.31,0,0.0,0.0,0.0,0.0,,,,,0.0,False,342.51,296.82,45.69,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.07,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.37,301.57,34.80000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
7.86,0,0.0,0.0,0.0,0.0,,,,,0.0,False,342.85,296.95,45.900000000000034,0.4,0.37,0,8,5,0,0,0,0,0,0,
13.35,0,0.0,0.0,0.0,0.0,,,,,0.0,False,342.91,301.04,41.870000000000005,0.39,0.37,0,8,5,0,0,0,0,0,0,
14.2,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.82,302.32,39.5,0.4,0.37,0,8,5,0,0,0,0,0,0,
2.97,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.98,304.68,34.30000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.01,1,0.0,0.0,0.0,0.0,,,,,0.0,False,330.16,302.42,27.74000000000001,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.77,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.51,304.13,31.379999999999995,0.41,0.37,0,8,5,0,0,0,0,0,0,
19.97,0,0.0,0.0,0.0,0.0,,,,,0.0,False,351.7,304.44,47.25999999999999,0.41,0.37,0,8,5,0,0,0,0,0,1,
10.26,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.46,300.59,37.870000000000005,0.41,0.37,0,8,5,0,0,0,0,0,1,
9.06,0,1.0,5.85,5.85,1.0,,,,,1.0,True,344.67,301.96,42.710000000000036,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.03,0,0.0,0.0,0.0,0.0,,,,,0.0,False,348.17,295.98,52.19,0.41,0.37,0,8,5,0,0,0,0,0,0,
1.96,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.56,299.7,30.860000000000014,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.77,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.19,300.72,35.46999999999997,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.32,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.48,303.37,35.110000000000014,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.79,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.99,304.13,37.860000000000014,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.07,0,0.0,0.0,0.0,0.0,,,,,0.0,False,339.6,303.37,36.23000000000002,0.41,0.37,0,8,5,0,0,0,0,0,0,
5.81,0,1.0,2.58,2.58,1.0,,,,,1.0,True,346.45,302.05,44.39999999999998,0.4,0.37,0,8,5,0,0,0,0,0,0,
6.32,0,0.0,0.0,0.0,0.0,,,,,0.0,False,354.27,304.16,50.10999999999996,0.4,0.37,0,8,5,0,0,0,0,0,0,
4.13,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.4,303.36,37.039999999999964,0.4,0.37,0,8,5,0,0,0,0,0,0,
20.83,0,0.0,0.0,0.0,0.0,,,,,0.0,False,345.88,304.91,40.96999999999997,0.4,0.37,0,8,5,0,1,0,0,0,1,
4.8,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.18,303.6,31.579999999999984,0.41,0.37,0,8,5,0,0,0,0,0,0,
4.81,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.97,301.33,39.64000000000004,0.41,0.37,0,8,5,0,0,0,0,0,0,
10.73,0,0.0,0.0,0.0,0.0,,,,,0.0,False,339.29,297.92,41.370000000000005,0.4,0.37,0,8,5,0,0,0,0,0,0,
5.24,0,0.0,0.0,0.0,0.0,,,,,0.0,False,350.01,302.17,47.839999999999975,0.41,0.37,0,8,5,0,0,0,0,0,0,
