frp,confidence,historical_count,historical_frp_mean,historical_frp_max,persistence_days,industrial_distance,residential_distance,road_distance,frp_zscore,persistence_ratio,has_baseline,bright_ti4,bright_ti5,brightness_difference,scan,track,is_night,hour,day_of_week,near_industrial,near_agriculture,near_forest,near_residential,near_commercial,osm_queried,label
1.18,0,2.0,0.61,0.61,1.0,,,,,1.0,True,303.54,283.42,20.120000000000005,0.45,0.39,1,20,6,0,0,0,0,0,0,
0.42,0,7.0,1.1214285714285714,1.8,5.0,,,,-1.6224159393844126,0.132,True,301.83,287.12,14.70999999999998,0.39,0.44,1,20,6,0,0,0,0,0,0,
1.27,0,0.0,0.0,0.0,0.0,,,,,0.0,False,305.42,290.32,15.100000000000023,0.38,0.36,1,20,6,0,0,0,0,0,0,
0.92,0,4.0,2.03,2.91,3.0,,,,-1.310637695293476,0.167,True,307.66,279.96,27.700000000000045,0.39,0.36,1,20,6,0,0,0,0,0,0,
0.85,0,0.0,0.0,0.0,0.0,,,,,0.0,False,305.01,289.16,15.849999999999966,0.39,0.36,1,20,6,0,0,0,0,0,0,
1.01,0,0.0,0.0,0.0,0.0,,,,,0.0,False,309.64,289.93,19.70999999999998,0.42,0.45,1,20,6,0,0,0,0,0,0,
1.97,0,10.0,3.393,8.31,5.0,,,,-0.6805660600586869,0.227,True,305.78,290.01,15.769999999999982,0.49,0.49,1,20,6,0,0,0,0,0,0,
1.88,0,0.0,0.0,0.0,0.0,,,,,0.0,False,314.58,291.12,23.45999999999998,0.47,0.4,1,20,6,0,0,0,0,0,0,
0.44,0,0.0,0.0,0.0,0.0,,,,,0.0,False,308.74,290.41,18.329999999999984,0.39,0.36,1,20,6,0,0,0,0,0,0,
0.67,0,9.0,0.5588888888888888,0.78,8.0,,,,0.5448580048393126,0.157,True,304.96,292.05,12.909999999999968,0.39,0.36,1,20,6,0,0,0,0,0,0,
0.84,0,0.0,0.0,0.0,0.0,,,,,0.0,False,305.74,292.29,13.449999999999989,0.39,0.36,1,20,6,0,0,0,0,0,0,
1.32,0,0.0,0.0,0.0,0.0,,,,,0.0,False,307.81,275.69,32.120000000000005,0.4,0.37,1,20,6,0,0,0,0,0,0,
0.79,0,13.0,2.246923076923077,3.53,12.0,,,,-1.5813811612598991,0.2,True,302.97,289.55,13.420000000000016,0.45,0.63,1,22,6,0,0,0,0,0,0,
0.33,0,0.0,0.0,0.0,0.0,,,,,0.0,False,303.05,290.22,12.829999999999984,0.43,0.62,1,22,6,0,0,0,0,0,0,
1.15,0,11.0,1.3436363636363635,3.45,11.0,315.2,,,-0.1893356521249018,0.458,True,301.83,290.28,11.550000000000011,0.45,0.63,1,22,6,1,0,0,0,0,1,
1.13,0,5.0,1.214,1.89,5.0,,,,-0.2064000438073611,0.119,True,301.95,290.28,11.670000000000016,0.45,0.63,1,22,6,0,0,0,0,0,0,
1.79,0,32.0,1.7015625,3.33,26.0,625.3,294.2,,0.1097274710399808,0.448,True,312.36,294.27,18.090000000000032,0.49,0.65,1,22,6,1,0,0,1,0,1,
5.32,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.59,294.65,36.94,0.33,0.55,0,7,0,0,0,0,0,0,0,
5.47,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.26,295.48,35.77999999999997,0.57,0.52,0,7,0,0,0,0,0,0,0,
7.53,0,0.0,0.0,0.0,0.0,,,,,0.0,False,332.58,294.51,38.06999999999999,0.63,0.54,0,7,0,0,0,0,0,0,0,
9.1,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.51,294.82,35.69,0.63,0.54,0,7,0,0,0,0,0,0,0,
8.99,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.14,295.07,48.06999999999999,0.64,0.54,0,7,0,0,0,0,0,0,0,
3.64,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.36,288.14,43.22000000000003,0.62,0.54,0,7,0,0,0,0,0,0,0,
5.23,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.17,292.88,47.29000000000002,0.35,0.56,0,7,0,0,0,0,0,0,0,
6.31,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.97,291.48,40.49000000000001,0.34,0.56,0,7,0,0,0,0,0,0,0,
5.18,0,0.0,0.0,0.0,0.0,,,,,0.0,False,351.75,292.84,58.910000000000025,0.34,0.56,0,7,0,0,0,0,0,0,0,
5.01,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.28,293.44,39.839999999999975,0.6,0.53,0,7,0,0,0,0,0,0,0,
3.86,0,0.0,0.0,0.0,0.0,,,,,0.0,False,349.05,294.46,54.59000000000003,0.33,0.55,0,7,0,0,0,0,0,0,0,
3.68,0,0.0,0.0,0.0,0.0,,,,,0.0,False,343.55,290.9,52.650000000000034,0.34,0.56,0,7,0,0,0,0,0,0,0,
3.14,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.44,292.58,48.860000000000014,0.33,0.55,0,7,0,0,0,0,0,0,0,
3.14,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.57,291.07,40.5,0.33,0.55,0,7,0,0,0,0,0,0,0,
3.5,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.05,294.14,46.910000000000025,0.33,0.56,0,7,0,0,0,0,0,0,0,
9.34,2,0.0,0.0,0.0,0.0,,,,,0.0,False,367.0,295.34,71.66000000000003,0.33,0.56,0,7,0,0,0,0,0,0,0,
1.88,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.9,289.74,42.15999999999997,0.32,0.55,0,7,0,0,0,0,0,0,0,
2.14,0,0.0,0.0,0.0,0.0,,,,,0.0,False,332.28,292.88,39.39999999999998,0.32,0.55,0,7,0,0,0,0,0,0,0,
2.13,0,0.0,0.0,0.0,0.0,,,,,0.0,False,332.12,293.52,38.60000000000002,0.33,0.55,0,7,0,0,0,0,0,0,0,
6.74,0,0.0,0.0,0.0,0.0,,,,,0.0,False,339.88,293.17,46.70999999999998,0.58,0.52,0,7,0,0,0,0,0,0,0,
6.74,0,0.0,0.0,0.0,0.0,,,,,0.0,False,340.22,293.12,47.10000000000002,0.58,0.52,0,7,0,0,0,0,0,0,0,
11.4,0,0.0,0.0,0.0,0.0,,,,,0.0,False,351.82,293.31,58.50999999999999,0.58,0.52,0,7,0,0,0,0,0,0,0,
5.87,0,1.0,2.89,2.89,1.0,,,,,1.0,True,332.45,290.59,41.860000000000014,0.32,0.54,0,7,0,0,0,0,0,0,0,
3.22,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.11,293.36,36.75,0.33,0.55,0,7,0,0,0,0,0,0,0,
1.9,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.11,291.81,38.30000000000001,0.33,0.56,0,7,0,0,0,0,0,0,0,
2.89,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.1,290.38,47.72000000000003,0.33,0.56,0,7,0,0,0,0,0,0,0,
4.6,0,0.0,0.0,0.0,0.0,,,,,0.0,False,344.56,291.59,52.97000000000003,0.32,0.55,0,7,0,0,0,0,0,0,0,
6.87,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.46,290.23,41.22999999999996,0.61,0.53,0,7,0,0,0,0,0,0,0,
9.32,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.11,289.34,51.77000000000004,0.6,0.53,0,7,0,0,0,0,0,0,0,
4.81,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.28,290.41,43.86999999999995,0.59,0.53,0,7,0,0,0,0,0,0,0,
10.05,0,0.0,0.0,0.0,0.0,,,,,0.0,False,337.97,290.01,47.960000000000036,0.59,0.53,0,7,0,0,0,0,0,0,0,
8.32,0,0.0,0.0,0.0,0.0,,,,,0.0,False,332.21,291.7,40.50999999999999,0.59,0.53,0,7,0,0,0,0,0,0,0,
2.66,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.26,288.8,44.45999999999998,0.49,0.65,0,7,0,0,0,0,0,0,0,
7.59,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.7,292.51,42.19,0.6,0.53,0,7,0,0,0,0,0,0,0,
2.76,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.71,293.64,43.06999999999999,0.43,0.62,0,7,0,0,0,0,0,0,0,
5.25,0,0.0,0.0,0.0,0.0,,,,,0.0,False,332.12,295.76,36.360000000000014,0.37,0.58,0,7,0,0,0,0,0,0,0,
4.96,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.62,298.11,32.50999999999999,0.47,0.64,0,7,0,0,0,0,0,0,0,
4.29,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.07,295.31,39.75999999999999,0.34,0.56,0,7,0,0,0,0,0,0,0,
2.88,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.59,297.1,36.48999999999995,0.32,0.55,0,7,0,0,0,0,0,0,0,
2.95,1,0.0,0.0,0.0,0.0,,,,,0.0,False,330.13,304.36,25.769999999999982,0.38,0.59,0,7,0,0,0,0,0,0,0,
4.79,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.01,304.06,36.94999999999999,0.39,0.59,0,7,0,0,0,0,0,0,0,
2.84,0,0.0,0.0,0.0,0.0,,,,,0.0,False,336.72,298.92,37.80000000000001,0.35,0.57,0,7,0,0,0,0,0,0,0,
1.87,0,0.0,0.0,0.0,0.0,,,,,0.0,False,346.49,299.5,46.99000000000001,0.35,0.57,0,7,0,0,0,0,0,0,0,
4.15,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.82,294.2,39.620000000000005,0.61,0.54,0,7,0,0,0,0,0,0,0,
6.22,0,0.0,0.0,0.0,0.0,,,,,0.0,False,345.5,300.87,44.629999999999995,0.54,0.51,0,7,0,0,0,0,0,0,0,
4.19,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.2,296.64,33.56,0.39,0.59,0,7,0,0,0,0,0,0,0,
5.12,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.85,296.59,37.26000000000005,0.39,0.6,0,7,0,0,0,0,0,0,0,
4.63,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.62,292.91,38.70999999999998,0.56,0.52,0,7,0,0,0,0,0,0,0,
8.26,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.91,293.91,42.0,0.6,0.53,0,7,0,0,0,0,0,0,0,
7.63,0,0.0,0.0,0.0,0.0,,,,,0.0,False,342.98,294.56,48.420000000000016,0.56,0.51,0,7,0,0,0,0,0,0,0,
7.63,0,0.0,0.0,0.0,0.0,,,,,0.0,False,339.26,293.27,45.99000000000001,0.56,0.51,0,7,0,0,0,0,0,0,0,
4.75,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.19,300.16,34.02999999999997,0.51,0.5,0,7,0,0,0,0,0,0,0,
1.5,0,0.0,0.0,0.0,0.0,,,,,0.0,False,330.57,295.03,35.54000000000002,0.33,0.55,0,7,0,0,0,0,0,0,0,
3.29,0,0.0,0.0,0.0,0.0,,,,,0.0,False,335.62,297.28,38.34000000000003,0.51,0.49,0,7,0,0,0,0,0,0,0,
4.47,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.26,295.46,38.80000000000001,0.54,0.51,0,7,0,0,0,0,0,0,0,
3.28,0,0.0,0.0,0.0,0.0,,,,,0.0,False,338.45,295.2,43.25,0.43,0.46,0,7,0,0,0,0,0,0,0,
3.14,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.26,291.63,39.629999999999995,0.5,0.49,0,7,0,0,0,0,0,0,0,
4.75,0,0.0,0.0,0.0,0.0,,,,,0.0,False,334.31,292.52,41.79000000000002,0.49,0.49,0,7,0,0,0,0,0,0,0,
5.71,1,0.0,0.0,0.0,0.0,,,,,0.0,False,331.71,299.65,32.06,0.47,0.4,0,7,0,0,0,0,0,0,0,
5.26,1,0.0,0.0,0.0,0.0,,,,,0.0,False,330.09,298.6,31.489999999999952,0.45,0.39,0,7,0,0,0,0,0,0,0,
7.63,1,10.0,1.6350000000000002,2.41,5.0,49.6,,,11.633407711217677,0.085,True,330.22,298.74,31.480000000000018,0.5,0.41,0,7,0,1,0,0,0,0,1,
6.35,0,6.0,1.5516666666666667,2.27,4.0,,,,6.405088495370253,0.114,True,335.93,300.8,35.129999999999995,0.39,0.36,0,7,0,0,0,0,0,0,0,
7.26,0,17.0,3.313529411764706,9.07,9.0,,,,1.6186895410363888,0.15,True,333.19,300.43,32.75999999999999,0.39,0.36,0,7,0,0,0,0,0,0,0,
11.19,0,4.0,3.4075,6.05,3.0,,,,3.820635761283584,0.081,True,339.1,301.49,37.610000000000014,0.39,0.36,0,7,0,0,0,0,0,0,0,
7.38,0,2.0,1.515,1.63,2.0,,,,36.06244584051393,0.059,True,336.42,300.85,35.56999999999999,0.39,0.36,0,7,0,0,0,0,0,0,0,
3.53,0,13.0,2.730769230769231,5.16,8.0,,,,0.6732788402245895,0.216,True,332.71,296.58,36.129999999999995,0.39,0.36,0,7,0,0,0,0,0,0,0,
3.53,0,13.0,2.730769230769231,5.16,8.0,,,,0.6732788402245895,0.216,True,341.59,299.56,42.02999999999997,0.39,0.36,0,7,0,0,0,0,0,0,0,
8.19,0,13.0,2.730769230769231,5.16,8.0,,,,4.598902722881533,0.216,True,340.65,299.45,41.19999999999999,0.39,0.36,0,7,0,0,0,0,0,0,0,
8.12,0,3.0,1.653333333333333,1.86,3.0,1453.9,,,24.0942670262516,0.107,True,343.09,298.42,44.66999999999996,0.39,0.36,0,7,0,1,0,0,0,0,1,
6.25,0,3.0,2.03,3.33,3.0,,,,3.715502824694133,0.05,True,332.89,299.3,33.589999999999975,0.39,0.36,0,7,0,0,0,0,0,0,0,
3.52,0,3.0,2.03,3.33,3.0,,,,1.3118718504251796,0.05,True,330.49,297.96,32.53000000000003,0.39,0.36,0,7,0,0,0,0,0,0,0,
5.82,0,9.0,2.0677777777777777,8.4,6.0,,,,1.547282552430094,0.162,True,330.4,296.72,33.67999999999995,0.39,0.36,0,7,0,0,0,0,0,0,0,
8.78,0,2.0,1.66,2.12,2.0,,,,10.94478322184395,0.041,True,339.73,300.76,38.97000000000003,0.38,0.36,0,7,0,0,0,0,0,0,0,
5.93,0,14.0,2.7328571428571427,7.71,6.0,,,,1.7262003117034197,0.122,True,335.31,301.63,33.68000000000001,0.38,0.36,0,7,0,0,0,0,0,0,0,
4.31,0,4.0,0.89,1.01,2.0,1069.9,,,24.6817240078565,0.125,True,330.75,299.51,31.24000000000001,0.38,0.36,0,7,0,1,0,0,0,0,1,
5.31,0,9.0,1.3544444444444443,2.6,5.0,,,,6.657611170035419,0.102,True,336.57,300.55,36.01999999999998,0.38,0.36,0,7,0,0,0,0,0,0,0,
5.21,0,23.0,2.6769565217391302,8.43,8.0,,,,1.2837259911965675,0.211,True,342.39,298.79,43.599999999999966,0.39,0.36,0,7,0,0,0,0,0,0,0,
5.21,0,17.0,2.751176470588235,9.11,7.0,,,,1.1547131226734475,0.117,True,336.28,297.87,38.40999999999997,0.39,0.36,0,7,0,0,0,0,0,0,0,
4.11,0,14.0,2.7328571428571427,7.71,6.0,,,,0.7435465149607227,0.122,True,335.32,300.01,35.31,0.38,0.36,0,7,0,0,0,0,0,0,0,
3.85,0,7.0,1.6614285714285713,3.04,4.0,,,,2.734331194137069,0.222,True,330.76,297.63,33.129999999999995,0.39,0.36,0,7,0,0,0,0,0,0,0,
12.41,2,0.0,0.0,0.0,0.0,,,,,0.0,False,367.0,291.95,75.05000000000001,0.34,0.56,0,7,0,0,0,0,0,0,0,
10.69,2,0.0,0.0,0.0,0.0,,,,,0.0,False,367.0,291.67,75.32999999999998,0.34,0.56,0,7,0,0,0,0,0,0,0,
3.63,1,6.0,3.2716666666666665,7.89,4.0,,,,0.1503054817722932,0.098,True,331.65,299.85,31.799999999999955,0.4,0.37,0,7,0,0,0,0,0,0,0,
12.68,1,27.0,4.3566666666666665,13.51,8.0,,,,2.677747663565994,0.216,True,340.17,300.69,39.48000000000002,0.41,0.37,0,7,0,0,0,0,0,0,0,
11.39,1,27.0,4.3566666666666665,13.51,8.0,,,,2.262734309220764,0.216,True,341.41,300.15,41.26000000000005,0.41,0.37,0,7,0,0,0,0,0,0,0,
7.87,1,2.0,2.905,2.94,1.0,988.0,741.3,,100.30814767403444,1.0,True,336.81,299.79,37.01999999999998,0.41,0.37,0,7,0,1,0,0,1,0,1,
5.12,1,2.0,2.905,2.94,1.0,988.0,741.3,,44.749757723662896,1.0,True,333.67,296.86,36.81,0.41,0.37,0,7,0,1,0,0,1,0,1,
7.95,1,2.0,1.45,1.45,1.0,,,,,1.0,True,330.61,299.44,31.170000000000016,0.4,0.37,0,7,0,0,0,0,0,0,0,
5.38,1,1.0,0.38,0.38,1.0,,,,,1.0,True,335.17,299.72,35.44999999999999,0.4,0.37,0,7,0,0,0,0,0,0,0,
3.47,0,2.0,1.58,1.66,1.0,1261.4,,,16.70539770553218,1.0,True,337.56,297.82,39.74000000000001,0.39,0.36,0,7,0,1,0,0,0,0,1,
10.02,1,19.0,2.906842105263158,7.52,6.0,,,,4.649983082684812,0.14,True,336.1,298.18,37.920000000000016,0.45,0.39,0,7,0,0,0,0,0,0,0,
4.01,0,6.0,2.64,4.4,5.0,,,,1.2745426873183885,0.139,True,330.51,299.25,31.25999999999999,0.39,0.36,0,7,0,0,0,0,0,0,0,
3.54,0,2.0,1.5699999999999998,1.65,2.0,260.7,,,17.41250448671873,0.667,True,339.35,297.88,41.47000000000003,0.39,0.36,0,7,0,1,0,0,0,0,1,
3.54,0,6.0,2.64,4.4,5.0,,,,0.8372908164865327,0.139,True,331.58,297.26,34.31999999999999,0.39,0.36,0,7,0,0,0,0,0,0,0,
4.45,0,34.0,2.769117647058824,9.1,11.0,,,,0.7497239196524984,0.268,True,332.82,298.25,34.56999999999999,0.39,0.37,0,7,0,0,0,0,0,0,0,
4.45,0,34.0,2.769117647058824,9.1,11.0,,,,0.7497239196524984,0.268,True,332.32,297.7,34.620000000000005,0.39,0.37,0,7,0,0,0,0,0,0,0,
8.43,0,10.0,2.427,5.68,8.0,,,,3.6838305281169568,0.229,True,345.21,298.93,46.27999999999997,0.39,0.37,0,7,0,0,0,0,0,0,0,
5.65,0,24.0,2.7245833333333334,8.89,10.0,,,,1.1429084833834666,0.294,True,333.91,296.78,37.13000000000005,0.4,0.37,0,7,0,0,0,0,0,0,0,
3.06,0,21.0,2.818095238095238,6.64,13.0,,,,0.1646744131931053,0.325,True,331.95,297.04,34.90999999999997,0.4,0.37,0,7,0,0,0,0,0,0,0,
3.06,0,6.0,4.711666666666667,8.6,6.0,,,,-0.5390499396553247,0.176,True,338.87,299.15,39.72000000000003,0.4,0.37,0,7,0,0,0,0,0,0,0,
3.06,0,6.0,4.711666666666667,8.6,6.0,,,,-0.5390499396553247,0.176,True,332.5,297.34,35.160000000000025,0.4,0.37,0,7,0,0,0,0,0,0,0,
2.85,0,38.0,2.205,7.66,16.0,,,,0.4399733290281897,0.356,True,333.45,296.78,36.670000000000016,0.39,0.37,0,7,0,0,0,0,0,0,0,
2.85,0,38.0,2.205,7.66,16.0,,,,0.4399733290281897,0.356,True,334.9,296.73,38.16999999999996,0.39,0.37,0,7,0,0,0,0,0,0,0,
1.86,0,6.0,1.45,3.37,5.0,,,,0.4096805736802473,0.227,True,332.56,292.41,40.14999999999998,0.39,0.36,0,7,0,0,0,0,0,0,0,
4.15,0,22.0,2.9740909090909096,6.95,14.0,,,,0.6274541181862873,0.333,True,335.05,297.07,37.98000000000002,0.39,0.36,0,7,0,0,0,0,0,0,0,
4.15,0,22.0,2.9740909090909096,6.95,14.0,,,,0.6274541181862873,0.333,True,343.5,297.8,45.69999999999999,0.39,0.36,0,7,0,0,0,0,0,0,0,
3.67,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.22,291.4,39.82000000000005,0.63,0.54,0,7,0,0,0,0,0,0,0,
5.51,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.71,295.36,38.349999999999966,0.62,0.54,0,7,0,0,0,0,0,0,0,
3.55,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.24,300.47,30.769999999999982,0.58,0.52,0,7,0,0,0,0,0,0,0,
1.06,0,0.0,0.0,0.0,0.0,,,,,0.0,False,331.82,301.58,30.24000000000001,0.47,0.64,0,7,0,0,0,0,0,0,0,
1.69,0,0.0,0.0,0.0,0.0,,,,,0.0,False,333.69,302.64,31.05000000000001,0.47,0.64,0,7,0,0,0,0,0,0,0,
3.38,0,1.0,2.44,2.44,1.0,,,,,1.0,True,347.42,307.76,39.660000000000025,0.38,0.36,0,7,0,0,0,0,0,0,0,
3.38,0,0.0,0.0,0.0,0.0,,,,,0.0,False,341.74,308.38,33.360000000000014,0.38,0.36,0,7,0,0,0,0,0,0,0,
2.94,0,1.0,4.89,4.89,1.0,,,,,1.0,True,345.61,309.41,36.19999999999999,0.38,0.36,0,7,0,0,0,0,0,0,0,
2.94,0,1.0,4.89,4.89,1.0,,,,,1.0,True,339.76,308.74,31.019999999999982,0.38,0.36,0,7,0,0,0,0,0,0,0,
2.94,1,1.0,4.89,4.89,1.0,,,,,1.0,True,339.6,311.13,28.470000000000027,0.38,0.36,0,7,0,0,0,0,0,0,0,
